ReqID,Source,Target,Category,Description
REQ-046,PIM,PIM,Attachments,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Manage legal/product sheets as linked documents for audit"
REQ-047,PIM,PIM,Localization QA,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Add linguistic QA step for critical markets before publish"
REQ-048,PIM,PIM,Content Reuse,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support controlled reuse of content across variants with overrides"
REQ-049,PIM,PIM,Channel Readiness,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Compute readiness (Amazon/Magento/Google) from completeness + approvals"
REQ-050,PIM,PIM,Governance Reporting,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Produce weekly reports on backlog, approval times, bottlenecks"
REQ-051,DAM,PIM,Inbound Assets,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Ingest approved DAM assets and link to SKU/variant via metadata-first matching, fallback to naming"
REQ-052,DAM,PIM,Inbound Assets,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support multiple renditions per image (thumb/web/zoom/hires) with stable rendition references"
REQ-053,DAM,PIM,Inbound Assets,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Assign assets by market/language/channel (e.g., image with text) using configurable rules"
REQ-054,DAM,PIM,Inbound Assets,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Import DAM rights metadata (copyright, usage rights, expiry) and block usage if invalid"
REQ-055,DAM,PIM,Workflow Sync,"Dato che un prodotto esiste in PIM e il workflow dipartimentale è attivo.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando il ruolo owner completa lo step e invia in approvazione.
Allora: Allora lo stato avanza, vengono inviate notifiche al prossimo owner e le KPI di completeness si aggiornano.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Trigger DAM→PIM ingest on DAM status 'Approved for Commerce' in near-real-time"
REQ-056,DAM,PIM,Error Handling,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica un errore di trasporto/validazione durante l'elaborazione DAM→PIM.
Allora: Allora l'errore è tracciato (CorrelationId, severity, categoria), si applica retry dove previsto e la re‑esecuzione è possibile da coda/console.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Route unmatched assets to a queue with remediation report"
REQ-057,DAM,PIM,Deduplication,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Prevent duplicate associations by asset id/version; update metadata only"
REQ-058,DAM,PIM,Quality Gate,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Block channel publish if minimum image set per channel is missing"
REQ-059,DAM,PIM,Performance,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support high-volume ingest (campaign) with throttling and controlled retries"
REQ-060,DAM,PIM,Audit & Traceability,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando PIM persiste dati provenienti da DAM.
Allora: Allora viene scritto un audit entry con provenienza (source, timestamp, runId) e l'audit è consultabile via query/log export.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Record DAM source, asset id, version, ingest timestamp in PIM"
REQ-061,DAM,PIM,Security,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Use secure API access to DAM; redact tokens from logs"
REQ-062,DAM,PIM,Content Lifecycle,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: On rights expiry/withdrawal in DAM, disassociate asset in PIM and update channels"
REQ-063,DAM,PIM,Preview,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Allow selecting primary image per channel with preview"
REQ-064,DAM,PIM,Video Assets,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un asset in DAM cambia stato a 'Approved for Commerce'.
Allora: Allora PIM associa l'asset allo SKU/variante tramite matching metadata-first (fallback naming), evita duplicati per assetId/versione e rende disponibile la preview per canale.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support video ingest with duration/codec metadata and channel rules"
REQ-065,DAM,PIM,Integration Monitoring,"Dato che l'integrazione DAM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando si verifica la condizione di trigger del requisito.
Allora: Allora il comportamento atteso è osservabile e verificabile.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Expose metrics: success rate, unmatched rate, latency, backlog"
REQ-066,ERP,PIM,Pricing,"Dato che l'integrazione ERP→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando ERP pubblica un aggiornamento prezzo per SKU con valuta e validità.
Allora: Allora PIM aggiorna il price book preservando le date di efficacia, applica rounding e rende visibile il prezzo calcolato per mercato/valuta (preview).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Import multi-currency price lists and rounding rules into PIM"
REQ-067,ERP,PIM,Pricing,"Dato che l'integrazione ERP→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando ERP pubblica un aggiornamento prezzo per SKU con valuta e validità.
Allora: Allora PIM aggiorna il price book preservando le date di efficacia, applica rounding e rende visibile il prezzo calcolato per mercato/valuta (preview).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support market and B2B customer-group tier pricing with validity windows"
REQ-068,ERP,PIM,Pricing,"Dato che l'integrazione ERP→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando ERP pubblica un aggiornamento prezzo per SKU con valuta e validità.
Allora: Allora PIM aggiorna il price book preservando le date di efficacia, applica rounding e rende visibile il prezzo calcolato per mercato/valuta (preview).
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Track FX rate reference data used for conversions"
REQ-069,WMS,PIM,Stock,"Dato che l'integrazione WMS→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando WMS pubblica uno snapshot/delta di stock per SKU.
Allora: Allora PIM aggiorna disponibilità (available/low/out/preorder) secondo regole e l'ultimo stato è disponibile per merchandising ed export.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Import stock by SKU and warehouse and aggregate by market/channel"
REQ-070,WMS,PIM,Stock,"Dato che l'integrazione WMS→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando WMS pubblica uno snapshot/delta di stock per SKU.
Allora: Allora PIM aggiorna disponibilità (available/low/out/preorder) secondo regole e l'ultimo stato è disponibile per merchandising ed export.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Derive availability states (available/low/out/preorder) with ETA"
REQ-071,ERP,Visual Merch Tool,Merch Inputs,"Dato che l'integrazione ERP→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando avviene uno scambio dati merchandising.
Allora: Allora i due sistemi restano consistenti e le discrepanze sono rilevate e riportate.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Provide price+stock to Visual Merch tool for sorting/boosting rules"
REQ-072,PIM,Visual Merch Tool,Merch Catalog,"Dato che l'integrazione PIM→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un prodotto entra in stato 'Ready for Merchandising'.
Allora: Allora il tool riceve un payload delta-capable con attributi di navigazione + indicatori prezzo/stock e PIM registra acknowledgement e outcome.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Publish catalog to Visual Merch tool when products are Ready for Merchandising"
REQ-073,Visual Merch Tool,PIM,Merch Outputs,"Dato che l'integrazione Visual Merch Tool→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando il merchandiser pubblica regole di sorting/pinning/boosting.
Allora: Allora PIM salva le regole con versione e scope (mercato/canale), e solo le versioni approvate diventano eleggibili per export.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Import merchandising decisions (sorting/pinning/boosting rules) back to PIM"
REQ-074,Visual Merch Tool,PIM,Merch Outputs,"Dato che l'integrazione Visual Merch Tool→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando il merchandiser pubblica regole di sorting/pinning/boosting.
Allora: Allora PIM salva le regole con versione e scope (mercato/canale), e solo le versioni approvate diventano eleggibili per export.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Version merch rules per market/channel with rollback"
REQ-075,Visual Merch Tool,PIM,Merch Workflow,"Dato che un prodotto esiste in PIM e il workflow dipartimentale è attivo.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando il ruolo owner completa lo step e invia in approvazione.
Allora: Allora lo stato avanza, vengono inviate notifiche al prossimo owner e le KPI di completeness si aggiornano.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Require approval workflow for merch rules before downstream export"
REQ-076,PIM,PIM,Merch Feedback,"Dato che l'integrazione PIM→PIM è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando avviene uno scambio dati merchandising.
Allora: Allora i due sistemi restano consistenti e le discrepanze sono rilevate e riportate.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Send product publishability status back to merch tool to avoid invalid items"
REQ-077,PIM,Visual Merch Tool,Merch NFR,"Dato che l'integrazione PIM→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un prodotto entra in stato 'Ready for Merchandising'.
Allora: Allora il tool riceve un payload delta-capable con attributi di navigazione + indicatori prezzo/stock e PIM registra acknowledgement e outcome.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support delta updates to merch tool without full catalog resend"
REQ-078,PIM,Visual Merch Tool,Merch NFR,"Dato che l'integrazione PIM→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un prodotto entra in stato 'Ready for Merchandising'.
Allora: Allora il tool riceve un payload delta-capable con attributi di navigazione + indicatori prezzo/stock e PIM registra acknowledgement e outcome.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Support configurable max latency for critical stock updates (e.g., flash sale)"
REQ-079,PIM,Visual Merch Tool,Merch Monitoring,"Dato che l'integrazione PIM→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un prodotto entra in stato 'Ready for Merchandising'.
Allora: Allora il tool riceve un payload delta-capable con attributi di navigazione + indicatori prezzo/stock e PIM registra acknowledgement e outcome.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Monitor import/export outcomes and consistency checks between PIM and merch tool"
REQ-080,PIM,Visual Merch Tool,Merch Security,"Dato che l'integrazione PIM→Visual Merch Tool è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando un prodotto entra in stato 'Ready for Merchandising'.
Allora: Allora il tool riceve un payload delta-capable con attributi di navigazione + indicatori prezzo/stock e PIM registra acknowledgement e outcome.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Secure PIM↔merch APIs with authN/authZ and environment segregation"
REQ-081,PIM,Google Shopping,Syndication,"Dato che l'integrazione PIM→Google Shopping è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job giornaliero del feed per un mercato.
Allora: Allora il feed generato valida i campi richiesti, usa currency/availability corrette e produce un report di inclusi/esclusi con motivazione.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Generate daily Google Shopping feed from Published products keeping existing compatibility"
REQ-082,PIM,Google Shopping,Syndication,"Dato che l'integrazione PIM→Google Shopping è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job giornaliero del feed per un mercato.
Allora: Allora il feed generato valida i campi richiesti, usa currency/availability corrette e produce un report di inclusi/esclusi con motivazione.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Validate Google required fields (GTIN/MPN, category, price, image_link) and compliance checks"
REQ-083,PIM,Google Shopping,Syndication,"Dato che l'integrazione PIM→Google Shopping è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job giornaliero del feed per un mercato.
Allora: Allora il feed generato valida i campi richiesti, usa currency/availability corrette e produce un report di inclusi/esclusi con motivazione.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Produce per-country Google feeds with correct currency and availability"
REQ-084,PIM,Google Shopping,Syndication,"Dato che l'integrazione PIM→Google Shopping è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando gira il job giornaliero del feed per un mercato.
Allora: Allora il feed generato valida i campi richiesti, usa currency/availability corrette e produce un report di inclusi/esclusi con motivazione.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: Allow Google title/description overrides per channel compared to master content"
REQ-085,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Create/update Amazon listings for Amazon-ready assortment"
REQ-086,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Near-real-time stock and price updates to Amazon for active SKUs"
REQ-087,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Map Amazon categories and attributes including variant relationships"
REQ-088,PIM,Amazon Marketplace,Syndication,"Dato che l'integrazione PIM→Amazon Marketplace è configurata e operativa in ambiente PoC.
E dato un dataset Fashion con: 5 collezioni, 200 style, varianti taglia/colore, 6 mercati, 4 valute (EUR/USD/GBP/JPY).
Quando: Quando uno SKU è 'Amazon ready' e nel relativo assortment.
Allora: Allora sono eseguite chiamate create/update, il throttling è gestito, gli errori sono categorizzati e ASIN/listingId sono persistiti in PIM.
Criteri di accettazione: (1) Esito deterministico; (2) Idempotenza dimostrata con replay; (3) Audit/metriche disponibili; (4) Percorsi errore testabili (reject/retry/reprocess).
Intento originale: New: Handle Amazon throttling/validation errors with retry and reprocess queue"
